2018020885,20182019,R,2019-02-15T03:00:00Z,10,54,6,3,away win REG,NA,T-Mobile Arena
2018020898,20182019,R,2019-02-17T00:00:00Z,10,53,0,2,home win REG,left,Gila River Arena
2018020921,20182019,R,2019-02-20T01:00:00Z,10,19,2,3,home win OT,left,Enterprise Center
2018020929,20182019,R,2019-02-22T00:00:00Z,15,10,3,2,away win REG,right,Scotiabank Arena
2018020952,20182019,R,2019-02-24T00:00:00Z,8,10,3,6,home win REG,right,Scotiabank Arena
2018020962,20182019,R,2019-02-26T00:00:00Z,7,10,3,5,home win REG,right,Scotiabank Arena
2018020979,20182019,R,2019-02-28T00:00:00Z,22,10,2,6,home win REG,right,Scotiabank Arena
2018020985,20182019,R,2019-03-01T00:00:00Z,10,2,1,6,home win REG,left,NYCB Live/Nassau Coliseum
2018021002,20182019,R,2019-03-03T00:00:00Z,7,10,2,5,home win REG,right,Scotiabank Arena
2018021018,20182019,R,2019-03-05T02:00:00Z,10,20,6,2,away win REG,right,Scotiabank Saddledome
2018021030,20182019,R,2019-03-07T02:00:00Z,10,23,2,3,home win OT,right,Rogers Arena
2018021055,20182019,R,2019-03-10T00:00:00Z,10,22,3,2,away win REG,left,Rogers Place
2018021065,20182019,R,2019-03-11T23:00:00Z,14,10,6,2,away win REG,right,Scotiabank Arena
2018021080,20182019,R,2019-03-13T23:00:00Z,16,10,5,4,away win REG,right,Scotiabank Arena
2018021093,20182019,R,2019-03-15T23:00:00Z,4,10,6,7,home win REG,right,Scotiabank Arena
2018021104,20182019,R,2019-03-16T23:00:00Z,10,9,2,6,home win REG,left,Canadian Tire Centre
2018021128,20182019,R,2019-03-20T00:00:00Z,10,18,0,3,home win REG,left,Bridgestone Arena
2018021132,20182019,R,2019-03-20T23:00:00Z,10,7,4,2,away win REG,left,KeyBank Center
2018021154,20182019,R,2019-03-23T23:00:00Z,3,10,2,1,away win OT,right,Scotiabank Arena
2018021169,20182019,R,2019-03-25T23:00:00Z,13,10,5,7,home win REG,right,Scotiabank Arena
2018021185,20182019,R,2019-03-27T23:00:00Z,10,4,4,5,home win REG,right,Wells Fargo Center
2018021205,20182019,R,2019-03-30T23:00:00Z,10,9,2,4,home win REG,left,Canadian Tire Centre
2018021223,20182019,R,2019-04-01T23:00:00Z,10,2,2,1,away win REG,left,NYCB Live/Nassau Coliseum
2018021231,20182019,R,2019-04-02T23:30:00Z,12,10,4,1,away win REG,right,Scotiabank Arena
2018021243,20182019,R,2019-04-04T23:00:00Z,14,10,3,1,away win REG,right,Scotiabank Arena
2018021259,20182019,R,2019-04-06T23:00:00Z,10,8,5,6,home win REG,right,Centre Bell
